node,demand
BE,7.447905
BG,1.812378
CZ,3.826246
DK,1.465326
DE,31.574767
EE,0.233637
IE,1.696931
EL,1.708629
ES,15.808529
FR,17.059084
HR,0.847019
IT,13.028882
LV,0.599444
LT,0.626006
LU,0.40417
HU,2.710443
NL,9.245845
AT,5.018326
PL,10.497778
PT,3.181449
RO,4.683705
SI,0.756581
SK,2.03242
FI,6.673113
SE,6.637492
NO,2.481457
UK,13.67624
CH,1.860731
